symbol,announcement_ts_utc,effective_ts_utc,announcement_title,announcement_code,announcement_url,announcement_catalog_id,announcement_catalog_name,announcement_parse_status,announcement_body_excerpt,effective_day
STABLEUSDT,2025-11-06 11:44:34 UTC,2025-11-06 12:00:00 UTC,Binance Futures Will Launch USDS-Margined STABLEUSDT Perpetual Contract Pre-Market Trading (2025-11-06),6d4f42086ec1430eaf505f8e6bcf4127,https://www.binance.com/en/support/announcement/6d4f42086ec1430eaf505f8e6bcf4127,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined STABLEUSDT Perpetual Contract Pre-Market Trading (2025-11-06) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and to enhance users’ trading experience, Binance Futures will launch STABLEUSDT perpetual contract pre-market trading starting at 2025-11-06 12:00 (UTC) with up to 5x leverage. More details on the aforem",2025-11-06
KITEUSDT,2025-10-29 10:14:28 UTC,2025-10-29 10:30:00 UTC,Binance Futures Will Launch USDS-Margined KITEUSDT Perpetual Contract Pre-Market Trading (2025-10-29),1567607937b44c5d924c4ab0c7010658,https://www.binance.com/en/support/announcement/1567607937b44c5d924c4ab0c7010658,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined KITEUSDT Perpetual Contract Pre-Market Trading (2025-10-29) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and to enhance users’ trading experience, Binance Futures will launch KITEUSDT perpetual contract pre-market trading starting at 2025-10-29 10:30 (UTC) with up to 5x leverage. More details on the aforementi",2025-10-29
ATUSDT,2025-10-29 09:36:15 UTC,2025-10-29 11:30:00 UTC,Binance Futures Will Launch USDS-Margined ATUSDT Perpetual Contract (2025-10-29),eedd30f534f94583b64db6ba7f375ac0,https://www.binance.com/en/support/announcement/eedd30f534f94583b64db6ba7f375ac0,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined ATUSDT Perpetual Contract (2025-10-29) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-10-29 11:30 (UTC): ATUSDT Perpetual Contract with up to 50x leverage Please note that AT ( LINK ) is already ",2025-10-29
LABUSDT,2025-10-17 12:58:48 UTC,2025-10-17 14:30:00 UTC,Binance Futures Will Launch USDS-Margined LABUSDT and RIVERUSDT Perpetual Contracts (2025-10-17),b7c479f8dfa64156a34e8bcefc241732,https://www.binance.com/en/support/announcement/b7c479f8dfa64156a34e8bcefc241732,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined LABUSDT and RIVERUSDT Perpetual Contracts (2025-10-17) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-10-17 14:30 (UTC): LABUSDT Perpetual Contract with up to 50x leverage 2025-10-17 14:45 (UTC):",2025-10-17
RIVERUSDT,2025-10-17 12:58:48 UTC,2025-10-17 14:45:00 UTC,Binance Futures Will Launch USDS-Margined LABUSDT and RIVERUSDT Perpetual Contracts (2025-10-17),b7c479f8dfa64156a34e8bcefc241732,https://www.binance.com/en/support/announcement/b7c479f8dfa64156a34e8bcefc241732,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined LABUSDT and RIVERUSDT Perpetual Contracts (2025-10-17) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-10-17 14:30 (UTC): LABUSDT Perpetual Contract with up to 50x leverage 2025-10-17 14:45 (UTC):",2025-10-17
CCUSDT,2025-10-31 11:45:03 UTC,2025-10-31 12:00:00 UTC,Binance Futures Will Launch USDS-Margined CCUSDT Perpetual Contract Pre-Market Trading (2025-10-31),75b473baa0db499ca39cb1a40dba1b7b,https://www.binance.com/en/support/announcement/75b473baa0db499ca39cb1a40dba1b7b,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined CCUSDT Perpetual Contract Pre-Market Trading (2025-10-31) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and to enhance users’ trading experience, Binance Futures will launch CCUSDT perpetual contract pre-market trading starting at 2025-10-31 12:00 (UTC) with up to 5x leverage. More details on the aforementioned",2025-10-31
METUSDT,2025-10-11 12:02:13 UTC,2025-10-11 12:30:00 UTC,Binance Futures Will Launch USDS-Margined METUSDT Perpetual Contract Pre-Market Trading (2025-10-11),1122eaa3253440cbbb27dedc31f87b22,https://www.binance.com/en/support/announcement/1122eaa3253440cbbb27dedc31f87b22,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined METUSDT Perpetual Contract Pre-Market Trading (2025-10-11) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and to enhance users’ trading experience, Binance Futures will launch METUSDT perpetual contract pre-market trading starting at 2025-10-11 12:30 (UTC) with up to 5x leverage. More details on the aforemention",2025-10-11
MONUSDT,2025-10-10 06:45:01 UTC,2025-10-10 07:15:00 UTC,Binance Futures Will Launch USDS-Margined MONUSDT Perpetual Contract Pre-Market Trading (2025-10-10),746d4c61e34e467b9d6b1fae02300360,https://www.binance.com/en/support/announcement/746d4c61e34e467b9d6b1fae02300360,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined MONUSDT Perpetual Contract Pre-Market Trading (2025-10-10) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and to enhance users’ trading experience, Binance Futures will launch MONUSDT perpetual contract pre-market trading starting at 2025-10-10 07:15 (UTC) with up to 5x leverage. More details on the aforemention",2025-10-10
YBUSDT,2025-10-10 14:30:09 UTC,2025-10-10 14:45:00 UTC,Binance Futures Will Launch USDS-Margined YBUSDT Perpetual Contract Pre-Market Trading (2025-10-10),820555baf29c42aabb844fb611091d38,https://www.binance.com/en/support/announcement/820555baf29c42aabb844fb611091d38,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined YBUSDT Perpetual Contract Pre-Market Trading (2025-10-10) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and to enhance users’ trading experience, Binance Futures will launch YBUSDT perpetual contract pre-market trading starting at 2025-10-10 14:45 (UTC) with up to 5x leverage. More details on the aforementioned",2025-10-10
GIGGLEUSDT,2025-10-09 08:23:03 UTC,2025-10-09 09:45:00 UTC,Binance Futures Will Launch USDS-Margined GIGGLEUSDT Perpetual Contract (2025-10-09),8272526b66b042dfbfbd7b717f3d4490,https://www.binance.com/en/support/announcement/8272526b66b042dfbfbd7b717f3d4490,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined GIGGLEUSDT Perpetual Contract (2025-10-09) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-10-09 09:45 (UTC): GIGGLEUSDT Perpetual Contract with up to 50x leverage Please note that GIGGLE ( LINK )",2025-10-09
4USDT,2025-10-08 10:01:16 UTC,2025-10-08 11:30:00 UTC,Binance Futures Will Launch USDS-Margined 4USDT Perpetual Contract (2025-10-08),17fabba926004325b780c4d6883f0729,https://www.binance.com/en/support/announcement/17fabba926004325b780c4d6883f0729,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined 4USDT Perpetual Contract (2025-10-08) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-10-08 11:30 (UTC): 4USDT Perpetual Contract with up to 50x leverage Please note that 4 ( LINK ) are already li",2025-10-08
AKEUSDT,2025-09-26 09:46:35 UTC,2025-09-26 12:30:00 UTC,Binance Futures Will Launch USDS-Margined AKEUSDT and ORDERUSDT Perpetual Contracts (2025-09-26),f7b86984a0d34f4fbfc3204fa93ae344,https://www.binance.com/en/support/announcement/f7b86984a0d34f4fbfc3204fa93ae344,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined AKEUSDT and ORDERUSDT Perpetual Contracts (2025-09-26) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-09-26 12:30 (UTC): AKEUSDT Perpetual Contract with up to 50x leverage 2025-09-26 12:45 (UTC):",2025-09-26
ORDERUSDT,2025-09-26 09:46:35 UTC,2025-09-26 12:45:00 UTC,Binance Futures Will Launch USDS-Margined AKEUSDT and ORDERUSDT Perpetual Contracts (2025-09-26),f7b86984a0d34f4fbfc3204fa93ae344,https://www.binance.com/en/support/announcement/f7b86984a0d34f4fbfc3204fa93ae344,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined AKEUSDT and ORDERUSDT Perpetual Contracts (2025-09-26) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-09-26 12:30 (UTC): AKEUSDT Perpetual Contract with up to 50x leverage 2025-09-26 12:45 (UTC):",2025-09-26
FLUIDUSDT,2025-09-24 09:25:25 UTC,2025-09-24 10:15:00 UTC,Binance Futures Will Launch USDS-Margined FLUIDUSDT Perpetual Contract (2025-09-24),c35543f806514588b13949a637d75bcd,https://www.binance.com/en/support/announcement/c35543f806514588b13949a637d75bcd,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined FLUIDUSDT Perpetual Contract (2025-09-24) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-09-24 10:15 (UTC): FLUIDUSDT Perpetual Contract with up to 75x leverage More details on the aforementioned",2025-09-24
ASTERUSDT,2025-09-19 10:57:55 UTC,2025-09-19 12:00:00 UTC,Binance Futures Will Launch USDS-Margined ASTERUSDT and TRADOORUSDT Perpetual Contracts (2025-09-19),5d5ed7be7602470c96290178cdcc614c,https://www.binance.com/en/support/announcement/5d5ed7be7602470c96290178cdcc614c,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined ASTERUSDT and TRADOORUSDT Perpetual Contracts (2025-09-19) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-09-19 12:00 (UTC): ASTERUSDT Perpetual Contract with up to 50x leverage 2025-09-19 12:30 ",2025-09-19
TRADOORUSDT,2025-09-19 10:57:55 UTC,2025-09-19 12:30:00 UTC,Binance Futures Will Launch USDS-Margined ASTERUSDT and TRADOORUSDT Perpetual Contracts (2025-09-19),5d5ed7be7602470c96290178cdcc614c,https://www.binance.com/en/support/announcement/5d5ed7be7602470c96290178cdcc614c,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined ASTERUSDT and TRADOORUSDT Perpetual Contracts (2025-09-19) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-09-19 12:00 (UTC): ASTERUSDT Perpetual Contract with up to 50x leverage 2025-09-19 12:30 ",2025-09-19
0GUSDT,2025-09-17 15:30:35 UTC,2025-09-17 15:45:00 UTC,Binance Futures Will Launch USDS-Margined 0GUSDT Perpetual Contract Pre-Market Trading (2025-09-17),bc5255e12ec6421793d72cebe1a66f6a,https://www.binance.com/en/support/announcement/bc5255e12ec6421793d72cebe1a66f6a,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined 0GUSDT Perpetual Contract Pre-Market Trading (2025-09-17) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and to enhance users’ trading experience, Binance Futures will launch 0GUSDT perpetual contract pre-market trading starting at 2025-09-17 15:45 (UTC) with up to 5x leverage. More details on the aforementioned",2025-09-17
TOSHIUSDT,2025-09-17 03:44:48 UTC,2025-09-17 05:30:00 UTC,Binance Futures Will Launch USDS-Margined TOSHIUSDT and STBLUSDT Perpetual Contracts (2025-09-17),6c77032dc54146ce83b8b1ab034dfd85,https://www.binance.com/en/support/announcement/6c77032dc54146ce83b8b1ab034dfd85,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined TOSHIUSDT and STBLUSDT Perpetual Contracts (2025-09-17) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-09-17 05:30 (UTC): TOSHIUSDT Perpetual Contract with up to 75x leverage 2025-09-17 05:45 (UT",2025-09-17
STBLUSDT,2025-09-17 03:44:48 UTC,2025-09-17 05:45:00 UTC,Binance Futures Will Launch USDS-Margined TOSHIUSDT and STBLUSDT Perpetual Contracts (2025-09-17),6c77032dc54146ce83b8b1ab034dfd85,https://www.binance.com/en/support/announcement/6c77032dc54146ce83b8b1ab034dfd85,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined TOSHIUSDT and STBLUSDT Perpetual Contracts (2025-09-17) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-09-17 05:30 (UTC): TOSHIUSDT Perpetual Contract with up to 75x leverage 2025-09-17 05:45 (UT",2025-09-17
XPINUSDT,2025-09-12 06:50:54 UTC,2025-09-12 08:00:00 UTC,Binance Futures Will Launch USDS-Margined XPINUSDT Perpetual Contract (2025-09-12),4426d75b5b7f47f89a11f622739d6186,https://www.binance.com/en/support/announcement/4426d75b5b7f47f89a11f622739d6186,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined XPINUSDT Perpetual Contract (2025-09-12) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-09-12 08:00 (UTC): XPINUSDT Perpetual Contract with up to 50x leverage Please note that XPIN ( LINK ) is al",2025-09-12
ARIAUSDT,2025-09-03 09:49:50 UTC,2025-09-03 11:00:00 UTC,Binance Futures Will Launch USDS-Margined ARIAUSDT and TAKEUSDT Perpetual Contracts (2025-09-03),a5db4c0a05bb4c80aa0591972c19defd,https://www.binance.com/en/support/announcement/a5db4c0a05bb4c80aa0591972c19defd,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined ARIAUSDT and TAKEUSDT Perpetual Contracts (2025-09-03) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-09-03 11:00 (UTC): ARIAUSDT Perpetual Contract with up to 50x leverage 2025-09-03 11:15 (UTC)",2025-09-03
TAKEUSDT,2025-09-03 09:49:50 UTC,2025-09-03 11:15:00 UTC,Binance Futures Will Launch USDS-Margined ARIAUSDT and TAKEUSDT Perpetual Contracts (2025-09-03),a5db4c0a05bb4c80aa0591972c19defd,https://www.binance.com/en/support/announcement/a5db4c0a05bb4c80aa0591972c19defd,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined ARIAUSDT and TAKEUSDT Perpetual Contracts (2025-09-03) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-09-03 11:00 (UTC): ARIAUSDT Perpetual Contract with up to 50x leverage 2025-09-03 11:15 (UTC)",2025-09-03
FLOCKUSDT,2025-09-09 05:28:37 UTC,2025-09-09 06:45:00 UTC,Binance Futures Will Launch USDS-Margined FLOCKUSDT and SKYUSDT Perpetual Contracts (2025-09-09),4009f8bd8d85456189e9265d311b25de,https://www.binance.com/en/support/announcement/4009f8bd8d85456189e9265d311b25de,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined FLOCKUSDT and SKYUSDT Perpetual Contracts (2025-09-09) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-09-09 06:45 (UTC): FLOCKUSDT Perpetual Contract with up to 75x leverage 2025-09-09 07:00 (UTC",2025-09-09
SKYUSDT,2025-09-09 05:28:37 UTC,2025-09-09 07:00:00 UTC,Binance Futures Will Launch USDS-Margined FLOCKUSDT and SKYUSDT Perpetual Contracts (2025-09-09),4009f8bd8d85456189e9265d311b25de,https://www.binance.com/en/support/announcement/4009f8bd8d85456189e9265d311b25de,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined FLOCKUSDT and SKYUSDT Perpetual Contracts (2025-09-09) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-09-09 06:45 (UTC): FLOCKUSDT Perpetual Contract with up to 75x leverage 2025-09-09 07:00 (UTC",2025-09-09
WLFIUSDC,2025-09-08 07:30:25 UTC,2025-09-08 08:30:00 UTC,Binance Futures Will Launch USDS-Margined WLFIUSDC Perpetual Contract (2025-09-08),8921dd419c34456db8091cc4b0650516,https://www.binance.com/en/support/announcement/8921dd419c34456db8091cc4b0650516,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined WLFIUSDC Perpetual Contract (2025-09-08) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-09-08 08:30 (UTC): WLFIUSDC Perpetual Contract with up to 75x leverage More details on the aforementioned p",2025-09-08
LINEAUSDT,2025-09-01 08:15:03 UTC,2025-09-01 08:30:00 UTC,Binance Futures Will Launch USDS-Margined LINEAUSDT Perpetual Contract Pre-Market Trading (2025-09-01),c21876d7d6e849cfaf5a82cabb65b763,https://www.binance.com/en/support/announcement/c21876d7d6e849cfaf5a82cabb65b763,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined LINEAUSDT Perpetual Contract Pre-Market Trading (2025-09-01) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and to enhance users’ trading experience, Binance Futures will launch LINEAUSDT perpetual contract pre-market trading starting at 2025-09-01 08:30 (UTC) with up to 5x leverage. More details on the aforemen",2025-09-01
BASUSDT,2025-08-26 12:12:49 UTC,2025-08-26 13:30:00 UTC,Binance Futures Will Launch USDS-Margined BASUSDT Perpetual Contract (2025-08-26),3b5c8e367af94234a3bad81bbe1f58e7,https://www.binance.com/en/support/announcement/3b5c8e367af94234a3bad81bbe1f58e7,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined BASUSDT Perpetual Contract (2025-08-26) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-08-26 13:30 (UTC): BASUSDT Perpetual Contract with up to 50x leverage Please note that BAS ( LINK ) is alrea",2025-08-26
BIOUSDC,2025-08-25 06:00:05 UTC,2025-08-25 07:15:00 UTC,Binance Futures Will Launch USDS-Margined BIOUSDC Perpetual Contract (2025-08-25),80c16115f98b4e6696ada91182ab4386,https://www.binance.com/en/support/announcement/80c16115f98b4e6696ada91182ab4386,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined BIOUSDC Perpetual Contract (2025-08-25) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the BIOUSDC perpetual contract with up to 75x leverage. More details on the BIOUSDC perpetual contract can be found in the table below: USDS-M Perpetual Contra",2025-08-25
SOMIUSDT,2025-08-25 09:15:19 UTC,2025-08-25 09:30:00 UTC,Binance Futures Will Launch USDS-Margined SOMIUSDT Perpetual Contract Pre-Market Trading (2025-08-25),c050b81fd4134b6abc2603d8c94b9608,https://www.binance.com/en/support/announcement/c050b81fd4134b6abc2603d8c94b9608,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined SOMIUSDT Perpetual Contract Pre-Market Trading (2025-08-25) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and to enhance users’ trading experience, Binance Futures will launch SOMIUSDT perpetual contract pre-market trading starting at 2025-08-25 09:30 (UTC) with up to 5x leverage. More details on the aforementi",2025-08-25
WLFIUSDT,2025-08-23 08:15:34 UTC,2025-08-23 08:30:00 UTC,Binance Futures Will Launch USDS-Margined WLFIUSDT Perpetual Contract Pre-Market Trading (2025-08-23),b302e61031ee4d2b947fb7ddc422fb60,https://www.binance.com/en/support/announcement/b302e61031ee4d2b947fb7ddc422fb60,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined WLFIUSDT Perpetual Contract Pre-Market Trading (2025-08-23) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and to enhance users’ trading experience, Binance Futures will launch WLFIUSDT perpetual contract pre-market trading starting at 2025-08-23 08:30 (UTC) with up to 5x leverage. More details on the aforementi",2025-08-23
CUDISUSDT,2025-08-20 09:48:17 UTC,2025-08-20 11:15:00 UTC,Binance Futures Will Launch USDS-Margined CUDISUSDT Perpetual Contract (2025-08-20),9863fef7b0de4928882d0deb0e8b7171,https://www.binance.com/en/support/announcement/9863fef7b0de4928882d0deb0e8b7171,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined CUDISUSDT Perpetual Contract (2025-08-20) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-08-20 11:15 (UTC): CUDISUSDT Perpetual Contract with up to 50x leverage Please note that CUDIS ( LINK ) is",2025-08-20
XPLUSDT,2025-08-22 08:30:03 UTC,2025-08-22 09:30:00 UTC,Binance Futures Will Launch USDS-Margined XPLUSDT Perpetual Contract Pre-Market Trading (2025-08-22),6fe1579c40694f7badfd0d2e149bb43a,https://www.binance.com/en/support/announcement/6fe1579c40694f7badfd0d2e149bb43a,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined XPLUSDT Perpetual Contract Pre-Market Trading (2025-08-22) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and to enhance users’ trading experience, Binance Futures will launch XPLUSDT perpetual contract pre-market trading starting at 2025-08-22 09:30 (UTC) with up to 5x leverage. More details on the aforemention",2025-08-22
AIOUSDT,2025-08-13 09:40:48 UTC,2025-08-13 11:30:00 UTC,Binance Futures Will Launch USDS-Margined AIOUSDT and XNYUSDT Perpetual Contracts (2025-08-13),ab94bf6e3cc24c98866dff13a981258a,https://www.binance.com/en/support/announcement/ab94bf6e3cc24c98866dff13a981258a,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined AIOUSDT and XNYUSDT Perpetual Contracts (2025-08-13) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-08-13 11:30 (UTC): AIOUSDT Perpetual Contract with up to 50x leverage 2025-08-13 11:45 (UTC): X",2025-08-13
XNYUSDT,2025-08-13 09:40:48 UTC,2025-08-13 11:45:00 UTC,Binance Futures Will Launch USDS-Margined AIOUSDT and XNYUSDT Perpetual Contracts (2025-08-13),ab94bf6e3cc24c98866dff13a981258a,https://www.binance.com/en/support/announcement/ab94bf6e3cc24c98866dff13a981258a,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined AIOUSDT and XNYUSDT Perpetual Contracts (2025-08-13) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-08-13 11:30 (UTC): AIOUSDT Perpetual Contract with up to 50x leverage 2025-08-13 11:45 (UTC): X",2025-08-13
YALAUSDT,2025-08-07 14:57:10 UTC,2025-08-07 16:30:00 UTC,Binance Futures Will Launch USDS-Margined YALAUSDT and CARVUSDT Perpetual Contracts (2025-08-07),60aa3350c7694b93946de18b3998d227,https://www.binance.com/en/support/announcement/60aa3350c7694b93946de18b3998d227,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined YALAUSDT and CARVUSDT Perpetual Contracts (2025-08-07) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-08-07 16:30 (UTC): YALAUSDT Perpetual Contract with up to 50x leverage 2025-08-07 16:45 (UTC)",2025-08-07
CARVUSDT,2025-08-07 14:57:10 UTC,2025-08-07 16:45:00 UTC,Binance Futures Will Launch USDS-Margined YALAUSDT and CARVUSDT Perpetual Contracts (2025-08-07),60aa3350c7694b93946de18b3998d227,https://www.binance.com/en/support/announcement/60aa3350c7694b93946de18b3998d227,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined YALAUSDT and CARVUSDT Perpetual Contracts (2025-08-07) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-08-07 16:30 (UTC): YALAUSDT Perpetual Contract with up to 50x leverage 2025-08-07 16:45 (UTC)",2025-08-07
USELESSUSDT,2025-08-15 10:46:53 UTC,2025-08-15 12:15:00 UTC,Binance Futures Will Launch USDS-Margined USELESSUSDT Perpetual Contract (2025-08-15),76c269080e8247fea630b60c7449532e,https://www.binance.com/en/support/announcement/76c269080e8247fea630b60c7449532e,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined USELESSUSDT Perpetual Contract (2025-08-15) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract as below: 2025-08-15 12:15 (UTC): USELESSUSDT Perpetual Contract with up to 50x leverage Please note that USELESS ( LINK )",2025-08-15
ZRCUSDT,2025-07-29 07:46:40 UTC,2025-07-29 09:45:00 UTC,Binance Futures Will Launch USDS-Margined ZRCUSDT and ESPORTSUSDT Perpetual Contracts (2025-07-29),9111be0e852d4d68addb987a260d5b8d,https://www.binance.com/en/support/announcement/9111be0e852d4d68addb987a260d5b8d,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined ZRCUSDT and ESPORTSUSDT Perpetual Contracts (2025-07-29) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-07-29 09:45 (UTC): ZRCUSDT Perpetual Contract with up to 50x leverage 2025-07-29 10:00 (UTC",2025-07-29
